index,z_index,z_title,z_main_author,z_abstract,z_venue,z_year
356,71755,"Stable, circulation-preserving, simplicial fluids",Sharif Elcott,"Visual quality, low computational cost, and numerical stability are foremost goals in computer animation. An important ingredient in achieving these goals is the conservation of fundamental motion invariants. For example, rigid and deformable body simulation benefits greatly from conservation of linear and angular momenta. In the case of fluids, however, none of the current techniques focuses on conserving invariants, and consequently, they often introduce a visually disturbing numerical diffusion of vorticity. Visually just as important is the resolution of complex simulation domains. Doing so with regular (even if adaptive) grid techniques can be computationally delicate. In this paper, we propose a novel technique for the simulation of fluid flows. It is designed to respect the defining differential properties, i.e., the conservation of circulation along arbitrary loops as they are transported by the flow. Consequently, our method offers several new and desirable properties: arbitrary simplicial meshes (triangles in 2D, tetrahedra in 3D) can be used to define the fluid domain; the computations involved in the update procedure are efficient due to discrete operators with small support; and it preserves discrete circulation avoiding numerical diffusion of vorticity.",ACM SIGGRAPH ASIA 2008 courses,2008
356,430207,Real-time simulations of bubbles and foam within a shallow water framework,N. Thürey,"Bubbles and foam are important fluid phenomena on scales that we encounter in our lives every day. While different techniques to handle these effects were developed in the past years, they require a full 3D fluid solver with free surfaces and surface tension. We present a shallow water based particle model that is coupled with a smoothed particle hydrodynamics simulation to demonstrate that real-time simulations of bubble and foam effects are possible with high frame rates. A shallow water simulation is used to represent the overall water volume. It is coupled to a particle-based bubble simulation with a flow field of spherical vortices. This bubble simulation is interacting with a smoothed particle hydrodynamics simulation including surface tension to handle foam on the fluid surface. The realism and performance of our approach is demonstrated with several test cases that run with high frame rates on a standard PC.",Proceedings of the 2007 ACM SIGGRAPH/Eurographics symposium on Computer animation,2007
356,356,Path-based control of smoke simulations,Yootai Kim,"In this paper, we propose a novel path-based control method for generating realistic smoke animations. Our method allows an animator to specify a 3D curve for the smoke to follow. Path control is then achieved using a linear (closed) feedback loop to match the velocity field obtained from a 3D flow simulation with a target velocity field. The target velocity field can be generated in a variety of ways and may include the small scale swirling motion characteristic of turbulent flows. We provide several examples of complex smoke paths to demonstrate the efficacy of our approach.",Proceedings of the 2006 ACM SIGGRAPH/Eurographics symposium on Computer animation,2006
357,,,,,,
358,,,,,,
359,,,,,,
360,,,,,,
361,,,,,,
362,,,,,,
363,,,,,,
364,,,,,,
365,,,,,,
366,,,,,,
367,,,,,,
368,,,,,,
369,,,,,,
370,,,,,,
371,,,,,,
372,,,,,,
373,,,,,,
374,,,,,,
375,,,,,,
376,,,,,,
377,,,,,,
378,,,,,,
379,,,,,,
380,,,,,,
381,,,,,,
382,496544,Algebraic foundation of a data model for an extensible space-based collaboration protocol,Stefan Craß,"Space-based computing middleware offers a data driven style for the coordination of processes. The interaction requirements between these processes can be complex, and the template matching coordination law of the Linda and JavaSpaces model is not sufficient. Moreover, the usage should not be limited to a single platform. Several authors have proposed coordination extensions, but besides the suggestion to use XML or RDF based query facilities, a formalization of a general and extensible space-based coordination model has not yet been realized. In this paper we present the algebraic data structures and the coordination model based on a navigational query language for the extensible virtual shared memory architecture, and show how they can be adapted to support arbitrary coordination laws by the introduction of user-definable matchmaker and selector functions. The platform independence is achieved through a language independent communication protocol. The formal specification of the data model is the necessary basis for this protocol.",Proceedings of the 2009 International Database Engineering & Applications Symposium,2009
383,,,,,,
384,,,,,,
385,,,,,,
386,,,,,,
387,,,,,,
388,,,,,,
389,,,,,,
390,,,,,,
391,,,,,,
392,,,,,,
393,,,,,,
394,,,,,,
395,,,,,,
396,,,,,,
397,,,,,,
398,,,,,,
399,491097,Bounding and comparing methods for correlation clustering beyond ILP,Micha Elsner,"We evaluate several heuristic solvers for correlation clustering, the NP-hard problem of partitioning a dataset given pairwise affinities between all points. We experiment on two practical tasks, document clustering and chat disentanglement, to which ILP does not scale. On these datasets, we show that the clustering objective often, but not always, correlates with external metrics, and that local search always improves over greedy solutions. We use semi-definite programming (SDP) to provide a tighter bound, showing that simple algorithms are already close to optimality.",Proceedings of the Workshop on Integer Linear Programming for Natural Langauge Processing,2009
